epoch,fold,config,train_loss,val_loss,weighted_f1,roc_auc,kappa,accuracy
5,3,exp7_full,0.132794,0.375135,0.594986,0.886014,0.784122,0.621359
6,3,exp7_full,0.105783,0.362609,0.583948,0.876376,0.766133,0.572816
7,3,exp7_full,0.071872,0.362293,0.608149,0.883865,0.759167,0.601942
8,3,exp7_full,0.042732,0.460078,0.563549,0.863027,0.767572,0.563107
0,4,exp7_full,0.608590,0.551742,0.357822,0.758026,0.533380,0.456311
1,4,exp7_full,0.495244,0.457116,0.541441,0.780061,0.663210,0.572816
2,4,exp7_full,0.363534,0.384351,0.575548,0.817968,0.764777,0.563107
3,4,exp7_full,0.276093,0.350297,0.604671,0.840970,0.785036,0.572816
4,4,exp7_full,0.188949,0.351676,0.671227,0.871222,0.797021,0.660194
5,4,exp7_full,0.118889,0.387846,0.690734,0.868677,0.826419,0.689320
6,4,exp7_full,0.086610,0.401480,0.669574,0.873328,0.779352,0.660194
7,4,exp7_full,0.070652,0.448766,0.723682,0.889714,0.838114,0.728155
8,4,exp7_full,0.042056,0.404633,0.709121,0.885274,0.840699,0.699029
9,4,exp7_full,0.028586,0.350246,0.660492,0.893033,0.814883,0.660194
10,4,exp7_full,0.021780,0.432213,0.696574,0.884625,0.806476,0.708738
11,4,exp7_full,0.023063,0.501187,0.709101,0.878470,0.817271,0.718447
12,4,exp7_full,0.009943,0.557512,0.708007,0.870712,0.813897,0.728155
